iter	MultiClass
288	0.05209413199
289	0.05196772443
290	0.05187499855
291	0.05173509668
292	0.05159362444
293	0.05147614281
294	0.05128930522
295	0.05120255213
296	0.05108950284
297	0.05101311566
298	0.0507953241
299	0.05064966119
300	0.05055936953
301	0.05047527643
302	0.05036006885
303	0.05016539594
304	0.04999896942
305	0.04992385234
306	0.04982190498
307	0.04966705768
308	0.04962375901
309	0.04942580954
310	0.04930765786
311	0.04924365875
312	0.04915172383
313	0.04901872194
314	0.04889246481
315	0.04865255773
316	0.04856172071
317	0.04850118082
318	0.04842347927
319	0.04799194521
320	0.04756413112
321	0.04744675192
322	0.04702459912
323	0.04689095514
324	0.04682991051
325	0.04673035113
326	0.04662620668
327	0.04653214228
328	0.04641973686
329	0.04627244058
330	0.04616327018
331	0.04609705885
332	0.04595615226
333	0.04574063963
334	0.04564142446
335	0.04557107179
336	0.04553396256
337	0.0454679663
338	0.04542041601
339	0.0453530345
340	0.04526364769
341	0.04518747296
342	0.04513215835
343	0.04504071895
344	0.0449627737
345	0.04491895653
346	0.04489439114
347	0.04476162655
348	0.04467109365
349	0.04464055741
350	0.04451608216
351	0.04437242767
352	0.04426681148
353	0.0441851727
354	0.04410063455
355	0.04404741965
356	0.04400611124
357	0.04380019162
358	0.04366249283
359	0.04359628382
360	0.04348451096
361	0.04340412954
362	0.04331630858
363	0.04322412278
364	0.0431650301
365	0.04308870582
366	0.04301951399
367	0.04297332611
368	0.04285510387
369	0.04275135665
370	0.04268718348
371	0.04256020719
372	0.04251579435
373	0.04241718808
374	0.0423227513
375	0.04227708853
376	0.04219000781
377	0.0421341897
378	0.04204467983
379	0.04201736593
380	0.04197052738
381	0.04194354151
382	0.04188409455
383	0.04184597246
384	0.04178897944
385	0.04171902288
386	0.04166011959
387	0.04157547331
388	0.04151465109
389	0.04148455144
390	0.04146702874
391	0.04136258806
392	0.04127583233
393	0.04126127877
394	0.04121054452
395	0.0411786866
396	0.04093904063
397	0.04088347267
398	0.04078340872
399	0.04058531366
400	0.04054177695
401	0.04047498901
402	0.04041382768
403	0.04038766882
404	0.04031588945
405	0.0402061836
406	0.04016143811
407	0.04014034097
408	0.04007880003
409	0.03998276944
410	0.0399494155
411	0.03991313043
412	0.03989469148
413	0.03986018528
414	0.03973607132
415	0.0396625678
416	0.03961270748
417	0.03954653875
418	0.03949657222
419	0.03946940102
420	0.03943208702
421	0.03935392025
422	0.03923252702
423	0.03913254073
424	0.0390609534
425	0.03902825582
426	0.03895325268
427	0.0388826792
428	0.03882694112
429	0.03877003633
430	0.03871323374
431	0.03867384652
432	0.03863257057
433	0.03855696189
434	0.03851415228
435	0.03846834959
436	0.03841293369
437	0.0383819562
438	0.03833780213
439	0.03825623666
440	0.03819313799
441	0.03818027969
442	0.03812290389
443	0.03805119354
444	0.03801495598
445	0.03795634616
446	0.0378632333
447	0.03775395086
448	0.03752424444
449	0.03750750073
450	0.0374141415
451	0.03738496649
452	0.0373493777
453	0.03729046042
454	0.03725283363
455	0.03720929671
456	0.03716052888
457	0.03713159875
458	0.0370488259
459	0.03700468498
460	0.03690442685
461	0.03679713645
462	0.03676772444
463	0.03674148119
464	0.03672217281
465	0.03667704049
466	0.03662283992
467	0.03656741854
468	0.03653960695
469	0.03648045044
470	0.03645184859
471	0.03637954076
472	0.03626969761
473	0.03624224226
474	0.03616363923
475	0.03607538412
476	0.03601493709
477	0.03596233035
478	0.03593135473
479	0.03591094267
480	0.03586947612
481	0.0358337761
482	0.03580557208
483	0.0355270223
484	0.03544298979
485	0.03539337506
486	0.03534656529
487	0.03528797003
488	0.03526309471
489	0.03517031175
490	0.03515719321
491	0.03512671637
492	0.0350604792
493	0.03501294873
494	0.03494636971
495	0.03490550316
496	0.034862042
497	0.03481261821
498	0.03471357866
499	0.03465197336
